UNIQUE_WELLBORE_IDENTIFIER,WATER_DEPTH
BR 1-BRSA-689-SE,0.0
BR 1-BRSA-69-CES,1620.0
BR 1-BRSA-691-SE,0.0
BR 1-BRSA-692D-BA,0.0
BR 1-BRSA-693-RN,0.0
BR 1-BRSA-696-SE,0.0
BR 1-BRSA-697-RN,0.0
BR 1-BRSA-698-SE,0.0
BR 1-BRSA-699D-BA,0.0
BR 1-BRSA-841-SPS,104.0
BR 1-BRSA-847-ESS,1858.0
BR 1-BRSA-848D-ESS,71.0
BR 1-BRSA-85-BAS,20.0
BR 1-BRSA-851-SES,2321.0
BR 1-BRSA-855-ES,0.0
BR 1-BRSA-858-RJS,23.0
BR 1-BRSA-862-RNS,17.0
BR 1-BRSA-864-SPS,518.0
BR 1-BRSA-87-ES,0.0
BR 1-BRSA-871-MG,0.0
BR 1-BRSA-875-SES,1400.0
BR 1-BRSA-876-SPS,145.0
BR 1-BRSA-876A-SPS,144.0
BR 1-BRSA-878-ESS,1710.0
BR 1-BRSA-882-ESS,2137.0
BR 1-BRSA-888D-BA,0.0
BR 1-BRSA-89-ES,0.0
BR 1-BRSA-890-SPS,146.0
BR 1-BRSA-890A-SPS,146.0
BR 1-BRSA-9-AM,0.0
BR 1-BRSA-903-PAS,2061.0
BR 1-BRSA-905-RJS,469.0
BR 1-BRSA-905A-RJS,469.0
BR 1-BRSA-906-ESS,2153.0
BR 1-BRSA-909-PB,0.0
BR 1-ODB-1-RN,0.0
BR 1-OGX-10-RJS,153.0
BR 1-OGX-100-RJS,139.0
BR 1-OGX-105-MA,0.0
BR 1-OGX-106-RJS,130.0
BR 1-OGX-107-MA,0.0
BR 1-OGX-110-MA,0.0
BR 1-OGX-115-MA,0.0
BR 1-OGX-119-MA,0.0
BR 1-OGX-120-MA,0.0
BR 1-OGX-122-MA,0.0
BR 1-OGX-14-RJS,104.0
BR 1-OGX-15-RJS,128.0
BR 1-OGX-16-MA,0.0
BR 1-OGX-17-RJS,134.0
BR 1-OGX-17A-RJS,134.0
BR 1-OGX-18-RJS,105.0
BR 1-OGX-18A-RJS,105.0
BR 1-OGX-19-RJS,172.0
BR 1-OGX-2-RJS,134.0
BR 1-OGX-22-MA,0.0
BR 1-OGX-23-RJS,168.0
BR 1-OGX-24-RJS,142.0
BR 1-OGX-25-RJS,106.5
BR 1-OGX-28D-RJS,126.0
BR 1-OGX-29-RJS,103.0
BR 1-OGX-29A-RJS,103.0
BR 1-BRSA-911-SPS,189.0
BR 1-BRSA-919-PB,0.0
BR 1-BRSA-92-ESS,1597.0
BR 1-BRSA-921-RJS,45.0
BR 1-BRSA-926D-ESS,1900.0
BR 1-BRSA-927-RN,0.0
BR 1-BRSA-93-RJS,2352.0
BR 1-BRSA-935-AL,0.0
BR 1-BRSA-941D-AL,0.0
BR 1-BRSA-945-RNS,22.5
BR 1-BRSA-95-RN,0.0
BR 1-BRSA-951-AL,0.0
BR 1-BRSA-954-ESS,1935.0
BR 1-BRSA-958-ESS,1222.0
BR 1-BRSA-96-RN,0.0
BR 1-BRSA-961-AM,0.0
BR 1-BRSA-962-RNS,30.8
BR 1-BRSA-964-RJS,1746.0
BR 1-BRSA-97-ALS,689.0
BR 1-BRSA-970-RN,0.0
BR 1-BRSA-976-RJS,2131.0
BR 1-BRSA-98-AM,0.0
BR 1-BRSA-983-ESS,980.0
BR 1-BRSA-984-AM,0.0
BR 1-BRSA-985-AM,0.0
AU West Philydrum 1,
BR 1-BRSA-997-APS,134.0
BR 1-CHEV-2-SPS,503.0
BR 1-COMP-1-CE,0.0
BR 1-COST-1P-PR,0.0
BR 1-DEV-1-RNS,7.0
BR 1-DEV-10-RJS,128.7
BR 1-DEV-14A-MAS,2336.5
BR 1-DEV-15A-ESS,1339.0
BR 1-DEV-16-RJS,2694.0
BR 1-DEV-17-RJS,2484.0
BR 1-DEV-2-RNS,6.6
BR 1-DEV-4-RJS,104.0
BR 1-DEV-6-RJS,100.0
BR 1-DEV-8-ESS,1492.0
BR 1-DEV-9-RJS,103.2
BR 1-ELPS-14-SPS,159.0
BR 1-ELPS-14A-SPS,159.0
BR 1-ELPS-16D-BAS,25.0
BR 1-ELPS-17D-BAS,25.0
BR 1-ELPS-4-PR,0.0
BR 1-ELPS-5-BAS,25.0
BR 1-ELPS-9-PR,0.0
BR 1-ENC-1-RJS,100.0
BR 1-ENC-1A-RJS,100.0
BR 1-ENI-4-RJS,391.0
BR 1-ENI-4A-RJS,387.0
BR 1-ENI-6-RJS,680.0
BR 1-ENI-6A-RJS,679.2
BR 1-EPB-1-RJS,2485.0
BR 1-EPB-2-RJS,2395.0
NO 31/2-M-23 CY1HT2,352.2
NO 31/2-E-3,330.8
NO 34/10-B-25 A,142.55
GB 3/08-S96Z,456.3999
BR 1-ESSO-1-APS,99.6
BR 1-ESSO-2-ESS,2422.0
BR 1-ESSO-3-SPS,2223.0
BR 1-GALP-1-RN,0.0
BR 1-GALP-10-RN,0.0
BR 1-GALP-11-SE,0.0
BR 1-GALP-12-SE,0.0
BR 1-GALP-14-BA,0.0
BR 1-GALP-15-BA,0.0
BR 1-GALP-16-BA,0.0
BR 1-GALP-20-RN,0.0
BR 1-GALP-23D-RN,0.0
BR 1-GALP-24-SE,0.0
BR 1-GALP-25-SE,0.0
BR 1-GALP-27-BA,0.0
BR 1-GALP-28-SE,0.0
BR 1-GALP-3-RN,0.0
BR 1-GALP-37-RN,0.0
BR 8-TVD-3D-RJS,
BR 1-GALP-39-RN,0.0
BR 1-GALP-4-RN,0.0
BR 1-GALP-40-RN,0.0
BR 1-GALP-41-RN,0.0
BR 1-GALP-42-RN,0.0
BR 1-GALP-8-RN,0.0
BR 1-GALP-9-RN,0.0
BR 1-GTE-1-BA,0.0
BR 1-GTE-5HP-BA,0.0
BR 1-GTE-6HP-BA,0.0
BR 1-GTE-7H-BA,0.0
BR 1-GTE-7HPA-BA,0.0
BR 1-GTE-8DP-BA,0.0
BR 1-HESS-1-RJS,1052.0
BR 1-HESS-3-RJS,1094.0
BR 1-HESS-4-ESS,2046.0
BR 1-HESS-4A-ESS,2046.0
BR 1-HRT-10-AM,0.0
BR 1-HRT-11-AM,0.0
BR 1-HRT-2-AM,0.0
BR 1-HRT-3-AM,0.0
BR 1-HRT-4-AM,0.0
BR 1-HRT-6-AM,0.0
BR 1-IMET-1-BA,0.0
BR 1-IMET-10D-BA,0.0
BR 9-AB-129D-RJS,
BR 1-IMET-11-BA,0.0
BR 1-IMET-3-BA,0.0
BR 1-IMET-4-BA,0.0
BR 1-IMET-6D-BA,0.0
BR 1-IMET-7-MG,0.0
BR 1-IMET-9D-BA,0.0
BR 1-KMG-2-SPS,1514.0
BR 1-KOCH-1-ES,0.0
BR 1-KOCH-2D-RN,0.0
BR 1-KPGL-1D-SPS,305.0
BR 1-KPGL-2-SPS,275.0
BR 1-KPGL-3-SPS,442.0
BR 1-KPGL-8-SPS,312.0
BR 1-MPE-1-BA,0.0
BR 1-MPE-2-BA,0.0
BR 1-MPE-3-AL,0.0
BR 1-MPE-4-BA,0.0
BR 1-MPE-5DP-BA,0.0
BR 1-MPE-7-RN,0.0
BR 1-MPE-8-RN,0.0
BR 1-MRK-2-SPS,101.5
BR 1-MRK-2A-SPS,101.5
BR 1-MRK-5-RJS,128.0
BR 1-NORD-1-SE,0.0
BR 1-NORD-2-SE,0.0
BR 1-NORD-4-SE,0.0
BR 9-MLS-221DA-RJS,
BR 1-BRSA-75A-ESS,1606.0
BR 1-BRSA-762D-RN,0.0
BR 1-BRSA-764-CE,0.0
BR 1-BRSA-768-BAS,1025.0
BR 1-BRSA-769-AM,0.0
BR 1-BRSA-77-BAS,26.0
BR 1-BRSA-772-RJS,1907.0
BR 1-BRSA-78-ESS,22.5
BR 1-BRSA-783-ESS,1472.0
BR 1-BRSA-783A-ESS,1472.0
BR 1-BRSA-787D-BA,0.0
BR 1-BRSA-787DPA-BA,0.0
BR 1-BRSA-789-ESS,1877.0
BR 1-BRSA-797-RJS,92.0
BR 1-BRSA-801-BA,0.0
BR 1-BRSA-805-RJS,685.0
BR 1-BRSA-807D-RJS,1671.0
BR 1-BRSA-807DA-RJS,1673.0
BR 1-BRSA-812D-BA,0.0
BR 1-BRSA-819-ESS,700.0
BR 1-BRSA-81D-CES,4.0
BR 1-BRSA-82-ES,0.0
BR 1-BRSA-826-ESS,1470.0
BR 1-BRSA-826A-ESS,1470.0
BR 1-BRSA-835-AM,0.0
BR 3-ENC-3 RJS,101.3
BR 3-ENC-4 RJS,0.0
BR 3-ENI-5-RJS,476.0
BR 3-ENI-8-RJS,327.3
BR 3-ESSO-4A-SPS,2238.0
BR 3-ESSO-5-SPS,2273.0
BR 3-GALP-30-RN,0.0
BR 3-GALP-35-SE,0.0
BR 3-GALP-43-SE,0.0
BR 3-GTE-3D-BA,0.0
BR 3-GTE-4D-BA,0.0
BR 3-GTE-4DPA-BA,0.0
BR 3-KPGL-4-SPS,361.0
BR 3-KPGL-6DP-SPS,361.0
BR 3-KPGL-7-SPS,380.0
BR 3-MPE-6-BA,0.0
BR 3-NORD-3-SE,0.0
BR 3-OGX-109-RJS,133.0
BR 3-OGX-116-RJS,130.0
BR 3-OGX-13-RJS,138.0
BR 3-OGX-36D-RJS,127.6
BR 3-OGX-38-MA,0.0
BR 3-OGX-42D-RJS,124.0
BR 3-OGX-43D-RJS,130.0
BR 3-OGX-48-RJS,129.0
BR 3-OGX-50D-RJS,131.0
BR 3-OGX-51DP-MA,0.0
BR 3-OGX-53D-RJS,133.0
BR 3FA  0005  BA,0.0
BR 3FA  0005R BA,0.0
BR 3FA  0006  BA,0.0
BR 3FAJ 0003  ES,0.0
BR 3FAJ 0004D ES,0.0
BR 3FAL 0003  ES,0.0
BR 3FBE 0002  BA,0.0
BR 3FBE 0003  BA,0.0
BR 3FBE 0004  BA,0.0
BR 3FBE 0005  BA,0.0
BR 3FBE 0007  BA,0.0
BR 3FBL 0002  BA,0.0
BR 3FBL 0003  BA,0.0
BR 3FBL 0004D BA,0.0
BR 3FBL 0007  BA,0.0
BR 3FBM 0005  BA,0.0
BR 3FBM 0008  BA,0.0
BR 3FBM 0010  BA,0.0
BR 3FBM 0011  BA,0.0
BR 3FBM 0021  BA,0.0
BR 3FBM 0024  BA,0.0
BR 3FC  0005D ES,0.0
BR 3FC  0006D ES,0.0
BR 3FC  0008D ES,0.0
BR 3FC  0033  ES,0.0
CN Penglai 19-3 (Bo) 6,28.2
BR 1SFR 0001  BA,0.0
BR 1SG  0001  BA,0.0
BR 1SG  0002  BA,0.0
BR 1SG  0003  BA,0.0
BR 1SGR 0001  RN,0.0
BR 1SI  0001  SE,0.0
BR 1SI  0002  BA,0.0
BR 1SI  0002  RN,0.0
BR 1SIG 0001  BA,0.0
BR 1SIS 0001  SE,0.0
BR 1SJ  0001  BA,0.0
BR 1SJ  0001  MA,0.0
BR 1SJ  0001  PR,0.0
BR 1SJ  0002  BA,0.0
BR 1SJ  0003  BA,0.0
BR 1SJ  0003  MA,0.0
BR 1SJM 0001  RN,0.0
BR 1SJM 0003  RN,0.0
BR 1SJO 0001  AL,0.0
BR 1SJQ 0001  SC,0.0
BR 1SJR 0002  RN,0.0
BR 1SL  0001  BA,0.0
BR 1SL  0001  RN,0.0
BR 1SLO 0001  BA,0.0
BR 1SLP 0001  AL,0.0
BR 1SLQ 0001  AL,0.0
BR 2SST 0002  BA,0.0
BR 2SST 0003  BA,0.0
BR 2TL  0001  MS,0.0
BR 2TO  0001  RS,0.0
BR 2TRST0001  BA,0.0
BR 2TST 0001  BA,0.0
BR 2TUST0001  AM,0.0
BR 2TV  0001  SC,0.0
BR 2UA  0004  AM,0.0
BR 2UMST0001  AM,0.0
BR 2UV  0001  PR,0.0
BR 2VBST0001  BA,0.0
BR 2VBST0001  MA,0.0
BR 2VNST0001  PA,0.0
BR 3-ABA-1-ESS,1921.0
BR 3-APL-5D-RJS,82.1
BR 3-APL-6-ESS,1469.0
BR 3-APL-7D-ESS,1529.0
BR 3-ARGO-1-ESS,1650.0
BR 3-AURI-10-RN,0.0
BR 3-AURI-11-RN,0.0
BR 3-AURI-7-RN,0.0
BR 3-AURI-8-RN,0.0
BR 3-BP-4-ESS,1419.6
BR 3-BRSA-1-RN,0.0
BR 3-OGX-54-RJS,136.0
BR 3-OGX-56D-RJS,133.0
BR 3-OGX-57-MA,0.0
BR 3-OGX-58DP-RJS,128.0
BR 3-OGX-61-RJS,125.0
BR 3-OGX-64DP-RJS,105.0
BR 3-OGX-64DPA-RJS,105.0
BR 3-OGX-67-RJS,111.0
BR 3-OGX-70-RJS,123.0
BR 3-OGX-71-RJS,112.0
BR 3-OGX-72-RJS,130.0
BR 3-OGX-76-RJS,103.0
BR 3-OGX-81-RJS,139.0
BR 3-OGX-84-RJS,107.0
BR 3-OGX-85-SPS,155.0
BR 3-OGX-88-MA,0.0
BR 3-OGX-89D-SPS,168.0
BR 3-OGX-95-MA,0.0
BR 3-OGX-9D-RJS,137.0
BR 3-OGX-9DB-RJS,137.0
BR 3-PGN-2-MA,0.0
BR 3-PGN-4-MA,0.0
BR 3-PGN-5-MA,0.0
BR 3-PGN-7D-MA,0.0
BR 3-PGN-9D-MA,0.0
BR 3-POTI-8-RN,0.0
BR 3-PRG-1-RJS,114.0
BR 3FCN 0004  ES,0.0
BR 3FCN 0024  ES,0.0
BR 3FGT 0003  AL,0.0
BR 3FGT 0004  AL,0.0
BR 3FI  0003  BA,0.0
BR 3FI  0004  BA,0.0
BR 3FI  0005  BA,0.0
BR 3FI  0006  BA,0.0
BR 3FI  0008  BA,0.0
BR 3FI  0010  BA,0.0
BR 3FI  0013  BA,0.0
BR 3FI  0014  BA,0.0
BR 3FI  0028  BA,0.0
BR 3FI  0029  BA,0.0
BR 3FI  0035  BA,0.0
BR 3FMQ 0002  RN,0.0
BR 3FMQ 0003  RN,0.0
BR 3FMQ 0004  RN,0.0
BR 3FMQ 0005  RN,0.0
BR 3FO  0003  BA,0.0
BR 3FO  0007  BA,0.0
BR 3FO  0008  BA,0.0
BR 3FP  0002  BA,0.0
BR 3FP  0003  BA,0.0
BR 3FP  0004  BA,0.0
BR 3FP  0005  BA,0.0
BR 1SLR 0001  RN,0.0
BR 1SM  0001  BA,0.0
BR 1SM  0001  ES,0.0
BR 1SM  0001  RN,0.0
BR 1SM  0001  SE,0.0
BR 1SM  0002  RN,0.0
BR 1SM  0003  RN,0.0
BR 1SMA 0001  AM,0.0
BR 1SMC 0001  AL,0.0
BR 1SMC 0002  AL,0.0
BR 1SMC 0003  AL,0.0
BR 1SMC 0004  AL,0.0
BR 1SMI 0001  RN,0.0
BR 1SMI 0002  RN,0.0
BR 1SML 0001  RN,0.0
BR 1SMO 0001  ES,0.0
BR 1SMO 0001  RN,0.0
BR 1SMO 0002  ES,0.0
BR 1SMO 0003  ES,0.0
BR 1SMO 0004  ES,0.0
BR 1SMT 0002  AM,0.0
BR 1SMU 0001  BA,0.0
BR 1SN  0001  SE,0.0
BR 1SO  0001  AM,0.0
BR 1SO  0002  MA,0.0
BR 1SO  0003  MA,0.0
BR 1SP  0001  BA,0.0
BR 3-BRSA-100D-RNS,6.5
BR 3-BRSA-1010HP-RJS,25.0
BR 3-BRSA-1011D-SE,0.0
BR 3-BRSA-1012DPA-RJS,1024.0
BR 3-BRSA-1017D-RJS,1123.0
BR 3-BRSA-1020-RJS,1027.0
BR 3-BRSA-1023i-SPS,2145.0
BR 3-BRSA-1024-SPS,297.0
BR 3-BRSA-1030D-SE,0.0
BR 3-BRSA-1031-SES,1190.0
BR 3-BRSA-1032-RJS,2150.0
BR 3-BRSA-1033-RN,0.0
BR 3-BRSA-1039D-BA,0.0
BR 3-BRSA-1052-RJS,1017.0
BR 3-BRSA-1053-RJS,2024.0
BR 3-BRSA-1057D-AM,0.0
BR 3-BRSA-1057DA-AM,0.0
BR 3-BRSA-106-BAS,46.5
BR 3-BRSA-1062-RN,0.0
BR 3-BRSA-1064-RJS,2063.0
BR 3-BRSA-1064i-RJS,2031.0
BR 3-BRSA-1065-RN,0.0
BR 3-BRSA-1067-RN,0.0
BR 3-BRSA-1068-RN,0.0
BR 3-BRSA-107-RNS,6.0
CO Buenos Aires W-18,
BR 3-PSY-13-RN,0.0
BR 3-PSY-2-RN,0.0
BR 3-PTX-16-RN,0.0
BR 3-PTX-20-RN,0.0
BR 3-PTX-21-RN,0.0
BR 3-PTX-22-RN,0.0
BR 3-PTX-9-RN,0.0
BR 3-REPF-15D-RJS,2812.0
BR 3-REPF-17-RJS,2735.5
BR 3-SHEL-16HP-ESS,1706.0
BR 3-SHEL-17-ESS,1509.0
BR 3-SHEL-20HP-RJS,1539.0
BR 3-SHEL-20HPA-RJS,1539.0
BR 3-SHEL-22-ESS,1571.8
BR 3-SHEL-24-ESS,1596.0
BR 3-SHEL-27-RJS,2033.0
BR 3-SHEL-8-RJS,1555.0
BR 3-STAR-13-RN,0.0
BR 3-STAR-14-RN,0.0
BR 3-STAR-16-RN,0.0
BR 3-STAR-29-RN,0.0
BR 3-STAT-3DP-RJS,122.0
BR 3-STAT-4DP-RJS,122.0
BR 3-STAT-5D-RJS,121.0
BR 1RJS 0272  RJ,108.0
BR 1RJS 0275  RJ,111.0
BR 1RJS 0277  RJ,116.0
BR 1RJS 0282  RJ,100.0
BR 1RJS 0284  RJ,383.0
BR 1RJS 0287  RJ,501.0
BR 1RJS 0289  RJ,231.0
BR 1RJS 0292  RJ,47.0
BR 1RJS 0297  RJ,293.0
BR 1RJS 0300A RJ,112.0
BR 1RJS 0304  RJ,75.0
BR 1RJS 0304B RJ,75.0
BR 1RJS 0304C RJ,75.0
BR 1RJS 0304E RJ,71.0
BR 1RJS 0305  RJ,437.0
BR 1RJS 0307  RJ,95.0
BR 1RJS 0332  RJ,100.0
BR 1RJS 0332B RJ,96.0
BR 1RJS 0342  RJ,953.0
BR 1RJS 0345  RJ,276.0
BR 1RJS 0347  RJ,264.0
BR 1RJS 0348  RJ,297.0
BR 1RJS 0349  RJ,67.3
BR 1RJS 0349A RJ,67.0
BR 1RJS 0350  RJ,26.0
BR 1RJS 0351  RJ,26.0
BR 1RJS 0353D RJ,393.0
BR 1SP  0001  PA,0.0
BR 1SP  0001  RN,0.0
BR 1SP  0002  RN,0.0
BR 1SPS 0001  SP,162.0
BR 1SPS 0002  SP,138.0
BR 1SPS 0003  SP,110.0
BR 1SPS 0004A SP,91.0
BR 1SPS 0007  SP,152.0
BR 1SPS 0008  SP,158.5
BR 1SPS 0009  SP,230.0
BR 1SPS 0010  SP,140.1
BR 1SPS 0014  SP,97.2
BR 1SPS 0014A SP,97.2
BR 1SPS 0016A SP,142.6
BR 1SPS 0018D SP,165.0
BR 1SPS 0019  SP,128.0
BR 1SPS 0020  SP,122.0
BR 1SPS 0022  SP,89.0
BR 1SPS 0024  SP,100.4
BR 1SPS 0025  SP,148.0
BR 1SPS 0025A SP,148.0
BR 1SPS 0026  SP,166.0
BR 1SPS 0027  SP,252.0
BR 1SPS 0028  SP,135.0
BR 1SPS 0031  SP,156.0
BR 1SPS 0032  SP,2013.0
BR 3-BRSA-1073-ES,0.0
BR 3-BRSA-1074-RN,0.0
BR 3-BRSA-107A-RNS,6.0
BR 3-BRSA-107B-RNS,6.0
BR 3-BRSA-1087DP-BA,0.0
BR 3-BRSA-1097-RN,0.0
BR 3-BRSA-1101-SPS,2152.0
BR 3-BRSA-1106D-AM,0.0
BR 3-BRSA-1106DA-AM,0.0
BR 3-BRSA-111-SES,551.0
BR 3-BRSA-1113D-AM,0.0
BR 3-BRSA-1119D-BA,0.0
BR 3-BRSA-111A-SES,551.0
BR 3-BRSA-1120-RJS,2174.0
BR 3-BRSA-1121-AM,0.0
BR 3-BRSA-1127-SE,0.0
BR 3-BRSA-1128-ESS,2143.0
BR 3-BRSA-1130-RN,0.0
BR 3-BRSA-1132-RJS,2198.0
BR 3-BRSA-1134-SE,0.0
BR 3-BRSA-1135-RN,0.0
BR 3-BRSA-1136-SE,0.0
BR 3-BRSA-1137-RN,0.0
BR 3-BRSA-1139-AM,0.0
BR 3-BRSA-1140-ES,0.0
BR 3-STAT-6DP-RJS,121.0
BR 3-STAT-8-RJS,120.0
NO 7018/5-1,298.0
BR 3-TXCO-3D-RJS,1113.0
BR 3-TXCO-3DB-RJS,1113.0
BR 3-TXCO-3DC-RJS,1113.0
BR 3-UTC-5A-RN,0.0
BR 3-VITA-13-ES,0.0
BR 3-VITA-14-ES,0.0
BR 3-VITA-16-ES,0.0
BR 3A   0010  BA,0.0
BR 3A   0014  BA,0.0
BR 3AB  0001  RJS,423.0
BR 3AB  0001A RJS,423.0
BR 3AB  0002  RJS,271.0
BR 3AB  0040  RJS,489.0
BR 3AG  0001  RNS,18.0
BR 3AG  0002  RNS,16.0
BR 3AG  0002  SE,0.0
BR 3AG  0004  SE,0.0
BR 3AG  0010D RNS,16.0
BR 3AG  0015  RNS,14.0
BR 3AG  0019DARNS,16.0
BR 3AG  0019DBRNS,16.0
BR 3AG  0049  BA,0.0
BR 3AG  0054  BA,0.0
BR 1RJS 0364  RJ,22.0
BR 1RJS 0368  RJ,637.0
BR 1RJS 0369  RJ,166.0
BR 1RJS 0370  RJ,882.0
BR 1RJS 0372  RJ,252.0
BR 1RJS 0373  RJ,551.0
BR 1RJS 0373A RJ,550.0
BR 1RJS 0374  RJ,853.0
BR 1RJS 0375  RJ,79.0
BR 1RJS 0380  RJ,889.0
BR 1RJS 0384  RJ,133.0
BR 1RJS 0386  RJ,119.0
BR 1RJS 0386A RJ,118.0
BR 1RJS 0387  RJ,195.0
BR 1RJS 0389  RJ,248.0
BR 1RJS 0390  RJ,472.0
BR 1RJS 0401  RJ,788.0
BR 1RJS 0404  RJ,109.0
BR 1RJS 0406  RJ,72.0
BR 1RJS 0407  RJ,286.0
BR 1RJS 0409  RJ,1353.0
BR 1RJS 0412  RJ,705.0
BR 1RJS 0414  RJ,130.0
BR 1RJS 0417  RJ,118.0
BR 1RJS 0420  RJ,135.0
BR 1SPS 0032A SP,1996.0
BR 1SQ  0001  MA,0.0
BR 1SR  0001  AL,0.0
BR 1SR  0001  BA,0.0
BR 1SR  0001  PA,0.0
BR 1SR  0001  RN,0.0
BR 1SRE 0001  RN,0.0
BR 1SRL 0002  SE,0.0
BR 1SRN 0001  ES,0.0
BR 1SS  0001  AL,0.0
BR 1SS  0001  BA,0.0
BR 1SS  0001  RN,0.0
BR 1SS  0003  BA,0.0
BR 1SSA 0001  BA,0.0
BR 1SSM 0001  AM,0.0
BR 1SSV 0001  RN,0.0
BR 1ST  0001  ES,0.0
BR 1ST  0001  RN,0.0
BR 1ST  0001  RR,0.0
BR 1ST  0002  RN,0.0
BR 1ST  0003  RN,0.0
BR 1STZ 0001  ES,0.0
BR 1SU  0001  AL,0.0
BR 1SU  0001  RN,0.0
BR 1SUC 0001  AM,0.0
BR 1SV  0001  RN,0.0
BR 9-ATP-3-RJS,2288.0
BR 3-BRSA-1142D-BA,0.0
BR 3-BRSA-1144-RN,0.0
BR 3-BRSA-1147-RN,0.0
BR 3-BRSA-1149-RN,0.0
BR 3-BRSA-1151-RN,0.0
BR 3-BRSA-1152-SE,0.0
BR 3-BRSA-1153-RN,0.0
BR 3-BRSA-1155-SE,0.0
BR 3-BRSA-1161-ES,0.0
BR 3-BRSA-1162-AM,0.0
BR 3-BRSA-1163-SES,2429.0
BR 3-BRSA-1164DP-AM,0.0
BR 3-BRSA-1168D-BA,0.0
BR 3-BRSA-1171DP-AM,0.0
BR 3-BRSA-1172-RJS,2249.0
BR 3-BRSA-1174D-BA,0.0
BR 3-BRSA-1177D-BA,0.0
BR 3-BRSA-1178D-SES,2476.0
BR 3-BRSA-118-RN,0.0
BR 3-BRSA-1183-RJS,2252.0
BR 3-BRSA-1183i-RJS,2252.0
BR 3-BRSA-1184-RJS,2015.0
BR 3-BRSA-1185DP-AM,0.0
BR 3-BRSA-1185DPA-AM,0.0
BR 3-BRSA-1187D-BA,0.0
BR 3-BRSA-1194-SES,2803.0
BR 3AG  0059  BA,0.0
BR 3AG  0060  BA,0.0
BR 3AG  0061  BA,0.0
BR 3AG  0115  BA,0.0
BR 3AGB 0012  BA,0.0
BR 3ALG 0002  RN,0.0
BR 3ALS 0021  AL,26.0
BR 3ALS 0022  AL,23.0
BR 3AN  0004  SE,0.0
BR 3AN  0011  SE,0.0
BR 3AN  0024  SE,0.0
BR 3AN  0026  SE,0.0
BR 3AP  0004  RN,0.0
BR 3AP  0011  RN,0.0
BR 3AP  0012  RN,0.0
BR 3AP  0045  RN,0.0
BR 3APR 0005  BA,0.0
BR 3AR  0001  BAS,23.4
BR 3AR  0003  BAS,27.0
BR 3AR  0004  BA,0.0
BR 3AR  0005  BAS,21.0
BR 3AR  0006  BA,0.0
BR 3AR  0007  BA,0.0
BR 3AR  0012  BA,0.0
BR 3AR  0013  BA,0.0
DZ MENZEL LEDJMET SUD EST-7,
BR 1RJS 0422  RJ,869.0
BR 1RJS 0423  RJ,625.0
BR 1RJS 0424  RJ,1056.0
BR 1RJS 0426  RJ,14.0
BR 1RJS 0428  RJ,639.0
BR 1RJS 0429  RJ,94.0
BR 1RJS 0432  RJ,336.0
BR 1RJS 0433  RJ,448.0
BR 1RJS 0436  RJ,1845.0
BR 1RJS 0436A RJ,1853.0
BR 1RJS 0451  RJ,652.0
BR 1RJS 0455  RJ,121.0
BR 1RJS 0456  RJ,433.0
BR 1RJS 0460  RJ,957.0
BR 1RJS 0461  RJ,43.0
BR 1RJS 0467A RJ,100.0
BR 1RJS 0471  RJ,796.0
BR 1RJS 0472  RJ,1104.0
BR 1RJS 0481  RJ,1330.0
BR 1RJS 0486  RJ,102.0
BR 1RJS 0486A RJ,102.0
BR 1RJS 0491  RJ,922.0
BR 1RJS 0495  RJ,1056.0
BR 1RJS 0500  RJ,1063.0
BR 1RJS 0501  RJ,801.0
CN Penglai 19-3 (Bo) 8,29.1
BR 1SZ  0001  SE,0.0
BR 1TA  0001  AL,0.0
BR 1TA  0001  RN,0.0
BR 1TA  0002  AL,0.0
BR 1TA  0002  MA,0.0
BR 1TAQ 0001  AM,0.0
BR 1TAU 0001  AL,0.0
BR 1TB  0001  AM,0.0
BR 1TB  0001  BA,0.0
BR 1TB  0002  MA,0.0
BR 1TBA 0001  AL,0.0
BR 1TBO 0001  BA,0.0
BR 1TC  0001  SE,0.0
BR 1TD  0001  SE,0.0
BR 1TG  0001  SE,0.0
BR 1TI  0001  BA,0.0
BR 1TI  0001  SP,0.0
BR 1TI  0003  BA,0.0
BR 1TI  0004  BA,0.0
BR 1TM  0001  AL,0.0
BR 1TM  0001  AM,0.0
BR 1TM  0001  BA,0.0
BR 1TM  0001  MA,0.0
BR 1TM  0001  RN,0.0
BR 1TNG 0001  BA,0.0
BR 1TO  0002  SE,0.0
BR 1TO  0002A SE,0.0
BR 3-BRSA-1196D-SE,0.0
BR 3-BRSA-1198D-SE,0.0
BR 3-BRSA-1199-RN,0.0
BR 3-BRSA-1200-RN,0.0
BR 3-BRSA-1201-RJS,2133.0
BR 3-BRSA-1206DP-AM,0.0
BR 3-BRSA-1207-SES,2463.0
BR 3-BRSA-1208-ESS,1415.0
BR 3-BRSA-1210-RN,0.0
BR 3-BRSA-1211-ESS,1568.0
BR 3-BRSA-1211A-ESS,1566.0
BR 3-BRSA-1215-RJS,1972.0
BR 3-BRSA-1216D-SPS,2022.0
BR 3-BRSA-1216DA-SPS,2024.0
BR 3-BRSA-1217-BA,0.0
BR 3-BRSA-1218-AM,0.0
BR 3-BRSA-121D-SES,32.0
BR 3-BRSA-1224-RN,0.0
BR 3-BRSA-1227-RN,0.0
BR 3-BRSA-1229-ESS,2047.5
BR 3-BRSA-1234D-SES,2672.0
